ts_id,station_name,station_latitude,station_longitude,station_no,station_id,year_000,month_000,value_000,quality_code_000,year_001,month_001,value_001,quality_code_001,year_002,month_002,value_002,quality_code_002,year_003,month_003,value_003,quality_code_003,year_004,month_004,value_004,quality_code_004,year_005,month_005,value_005,quality_code_005,year_006,month_006,value_006,quality_code_006,year_007,month_007,value_007,quality_code_007,year_008,month_008,value_008,quality_code_008,year_009,month_009,value_009,quality_code_009,year_010,month_010,value_010,quality_code_010,year_011,month_011,value_011,quality_code_011,year_001.1,month_001.1,value_001.1,quality_code_001.1,year_002.1,month_002.1,value_002.1,quality_code_002.1,year_003.1,month_003.1,value_003.1,quality_code_003.1,year_004.1,month_004.1,value_004.1,quality_code_004.1,year_005.1,month_005.1,value_005.1,quality_code_005.1,year_006.1,month_006.1,value_006.1,quality_code_006.1,year_007.1,month_007.1,value_007.1,quality_code_007.1,year_008.1,month_008.1,value_008.1,quality_code_008.1,year_009.1,month_009.1,value_009.1,quality_code_009.1,year_010.1,month_010.1,value_010.1,quality_code_010.1,year_011.1,month_011.1,value_011.1,quality_code_011.1,year_012,month_012,value_012,quality_code_012,year_002.2,month_002.2,value_002.2,quality_code_002.2,year_003.2,month_003.2,value_003.2,quality_code_003.2,year_004.2,month_004.2,value_004.2,quality_code_004.2,year_005.2,month_005.2,value_005.2,quality_code_005.2,year_006.2,month_006.2,value_006.2,quality_code_006.2,year_007.2,month_007.2,value_007.2,quality_code_007.2,year_008.2,month_008.2,value_008.2,quality_code_008.2,year_009.2,month_009.2,value_009.2,quality_code_009.2,year_010.2,month_010.2,value_010.2,quality_code_010.2,year_011.2,month_011.2,value_011.2,quality_code_011.2,year_012.1,month_012.1,value_012.1,quality_code_012.1,year_013,month_013,value_013,quality_code_013,year_003.3,month_003.3,value_003.3,quality_code_003.3,year_004.3,month_004.3,value_004.3,quality_code_004.3,year_005.3,month_005.3,value_005.3,quality_code_005.3,year_006.3,month_006.3,value_006.3,quality_code_006.3,year_007.3,month_007.3,value_007.3,quality_code_007.3,year_008.3,month_008.3,value_008.3,quality_code_008.3,year_009.3,month_009.3,value_009.3,quality_code_009.3,year_010.3,month_010.3,value_010.3,quality_code_010.3,year_011.3,month_011.3,value_011.3,quality_code_011.3,year_012.2,month_012.2,value_012.2,quality_code_012.2,year_013.1,month_013.1,value_013.1,quality_code_013.1,year_014,month_014,value_014,quality_code_014,year_004.4,month_004.4,value_004.4,quality_code_004.4,year_005.4,month_005.4,value_005.4,quality_code_005.4,year_006.4,month_006.4,value_006.4,quality_code_006.4,year_007.4,month_007.4,value_007.4,quality_code_007.4,year_008.4,month_008.4,value_008.4,quality_code_008.4,year_009.4,month_009.4,value_009.4,quality_code_009.4,year_010.4,month_010.4,value_010.4,quality_code_010.4,year_011.4,month_011.4,value_011.4,quality_code_011.4,year_012.3,month_012.3,value_012.3,quality_code_012.3,year_013.2,month_013.2,value_013.2,quality_code_013.2,year_014.1,month_014.1,value_014.1,quality_code_014.1,year_015,month_015,value_015,quality_code_015,suburb,village,state,postcode,country
52982010,Gaidrew,56.04809931,-4.434505213,133086,36086,2018,5,0.242,100,2018,6,0.236,100,2018,7,0.236,200,2018,8,0.222,50,2018,9,0.219,50,2018,10,0.306,150,2018,11,0.318,150,2018,12,0.246,150,2019,1,0.366,200,2019,2,0.295,150,2019,3,0.283,150,2019,4,0.327,200,2019,5,0.242,100,2019,6,0.236,100,2019,7,0.236,200,2019,8,0.222,50,2019,9,0.219,50,2019,10,0.306,150,2019,11,0.318,150,2019,12,0.246,150,2020,1,0.366,200,2020,2,0.295,150,2020,3,0.283,150,2020.0,4.0,0.327,200.0,2020.0,5.0,0.242,100.0,2020.0,6.0,0.236,100.0,2020.0,7.0,0.236,200.0,2020.0,8.0,0.222,50.0,2020.0,9.0,0.219,50.0,2020.0,10.0,0.306,150.0,2020.0,11.0,0.318,150.0,2020.0,12.0,0.246,150.0,2021.0,1.0,0.366,200.0,2021.0,2.0,0.295,150.0,2021.0,3.0,0.283,150.0,2021.0,4.0,0.327,200.0,2021.0,5.0,0.242,100.0,2021.0,6.0,0.236,100.0,2021.0,7.0,0.236,200.0,2021.0,8.0,0.222,50.0,2021.0,9.0,0.219,50.0,2021.0,10.0,0.306,150.0,2021.0,11.0,0.318,150.0,2021.0,12.0,0.246,150.0,2022.0,1.0,0.366,200.0,2022.0,2.0,0.295,150.0,2022.0,3.0,0.283,150.0,2022.0,4.0,0.327,200.0,2022.0,5.0,0.242,100.0,2022.0,6.0,0.236,100.0,2022.0,7.0,0.236,200.0,2022.0,8.0,0.222,50.0,2022.0,9.0,0.219,50.0,2022.0,10.0,0.306,150.0,2022.0,11.0,0.318,150.0,2022.0,12.0,0.246,150.0,2023.0,1.0,0.366,200.0,2023.0,2.0,0.295,150.0,2023.0,3.0,0.283,150.0,2023.0,4.0,0.327,200.0,,,Alba / Scotland,IV2 6YJ,United Kingdom
55338010,Forter,56.76674681,-3.332205729,14948,36658,2018,5,0.071,150,2018,6,-0.081,150,2018,7,-0.073,150,2018,8,0.073,200,2018,9,0.025,200,2018,10,0.12,150,2018,11,0.159,150,2018,12,0.118,150,2019,1,0.266,150,2019,2,0.168,150,2019,3,0.251,150,2019,4,0.176,150,2019,5,0.071,150,2019,6,-0.081,150,2019,7,-0.073,150,2019,8,0.073,200,2019,9,0.025,200,2019,10,0.12,150,2019,11,0.159,150,2019,12,0.118,150,2020,1,0.266,150,2020,2,0.168,150,2020,3,0.251,150,2020.0,4.0,0.176,150.0,2020.0,5.0,0.071,150.0,2020.0,6.0,-0.081,150.0,2020.0,7.0,-0.073,150.0,2020.0,8.0,0.073,200.0,2020.0,9.0,0.025,200.0,2020.0,10.0,0.12,150.0,2020.0,11.0,0.159,150.0,2020.0,12.0,0.118,150.0,2021.0,1.0,0.266,150.0,2021.0,2.0,0.168,150.0,2021.0,3.0,0.251,150.0,2021.0,4.0,0.176,150.0,2021.0,5.0,0.071,150.0,2021.0,6.0,-0.081,150.0,2021.0,7.0,-0.073,150.0,2021.0,8.0,0.073,200.0,2021.0,9.0,0.025,200.0,2021.0,10.0,0.12,150.0,2021.0,11.0,0.159,150.0,2021.0,12.0,0.118,150.0,2022.0,1.0,0.266,150.0,2022.0,2.0,0.168,150.0,2022.0,3.0,0.251,150.0,2022.0,4.0,0.176,150.0,2022.0,5.0,0.071,150.0,2022.0,6.0,-0.081,150.0,2022.0,7.0,-0.073,150.0,2022.0,8.0,0.073,200.0,2022.0,9.0,0.025,200.0,2022.0,10.0,0.12,150.0,2022.0,11.0,0.159,150.0,2022.0,12.0,0.118,150.0,2023.0,1.0,0.266,150.0,2023.0,2.0,0.168,150.0,2023.0,3.0,0.251,150.0,2023.0,4.0,0.176,150.0,,,Alba / Scotland,IV2 6YJ,United Kingdom
60533010,Meikleholm Bridge,55.36209214,-3.462380402,504722,38206,2018,5,-0.062,254,2018,6,-0.064,254,2018,7,-0.054,254,2018,8,-0.057,254,2018,9,-0.058,254,2018,10,0.06,254,2018,11,0.037,254,2018,12,0.005,254,2019,1,-0.027,254,2019,2,-0.02,254,2019,3,-0.067,254,2019,4,-0.075,254,2019,5,-0.062,254,2019,6,-0.064,254,2019,7,-0.054,254,2019,8,-0.057,254,2019,9,-0.058,254,2019,10,0.06,254,2019,11,0.037,254,2019,12,0.005,254,2020,1,-0.027,254,2020,2,-0.02,254,2020,3,-0.067,254,2020.0,4.0,-0.075,254.0,2020.0,5.0,-0.062,254.0,2020.0,6.0,-0.064,254.0,2020.0,7.0,-0.054,254.0,2020.0,8.0,-0.057,254.0,2020.0,9.0,-0.058,254.0,2020.0,10.0,0.06,254.0,2020.0,11.0,0.037,254.0,2020.0,12.0,0.005,254.0,2021.0,1.0,-0.027,254.0,2021.0,2.0,-0.02,254.0,2021.0,3.0,-0.067,254.0,2021.0,4.0,-0.075,254.0,2021.0,5.0,-0.062,254.0,2021.0,6.0,-0.064,254.0,2021.0,7.0,-0.054,254.0,2021.0,8.0,-0.057,254.0,2021.0,9.0,-0.058,254.0,2021.0,10.0,0.06,254.0,2021.0,11.0,0.037,254.0,2021.0,12.0,0.005,254.0,2022.0,1.0,-0.027,254.0,2022.0,2.0,-0.02,254.0,2022.0,3.0,-0.067,254.0,2022.0,4.0,-0.075,254.0,2022.0,5.0,-0.062,254.0,2022.0,6.0,-0.064,254.0,2022.0,7.0,-0.054,254.0,2022.0,8.0,-0.057,254.0,2022.0,9.0,-0.058,254.0,2022.0,10.0,0.06,254.0,2022.0,11.0,0.037,254.0,2022.0,12.0,0.005,254.0,2023.0,1.0,-0.027,254.0,2023.0,2.0,-0.02,254.0,2023.0,3.0,-0.067,254.0,2023.0,4.0,-0.075,254.0,,,Alba / Scotland,IV2 6YJ,United Kingdom
53565010,Waterside,55.77868352,-4.240656047,133133,36232,2018,5,0.185,150,2018,6,0.173,200,2018,7,0.174,150,2018,8,0.179,200,2018,9,0.178,150,2018,10,0.184,200,2018,11,0.211,150,2018,12,0.204,200,2019,1,0.205,150,2019,2,0.216,150,2019,3,0.176,150,2019,4,0.18,200,2019,5,0.185,150,2019,6,0.173,200,2019,7,0.174,150,2019,8,0.179,200,2019,9,0.178,150,2019,10,0.184,200,2019,11,0.211,150,2019,12,0.204,200,2020,1,0.205,150,2020,2,0.216,150,2020,3,0.176,150,2020.0,4.0,0.18,200.0,2020.0,5.0,0.185,150.0,2020.0,6.0,0.173,200.0,2020.0,7.0,0.174,150.0,2020.0,8.0,0.179,200.0,2020.0,9.0,0.178,150.0,2020.0,10.0,0.184,200.0,2020.0,11.0,0.211,150.0,2020.0,12.0,0.204,200.0,2021.0,1.0,0.205,150.0,2021.0,2.0,0.216,150.0,2021.0,3.0,0.176,150.0,2021.0,4.0,0.18,200.0,2021.0,5.0,0.185,150.0,2021.0,6.0,0.173,200.0,2021.0,7.0,0.174,150.0,2021.0,8.0,0.179,200.0,2021.0,9.0,0.178,150.0,2021.0,10.0,0.184,200.0,2021.0,11.0,0.211,150.0,2021.0,12.0,0.204,200.0,2022.0,1.0,0.205,150.0,2022.0,2.0,0.216,150.0,2022.0,3.0,0.176,150.0,2022.0,4.0,0.18,200.0,2022.0,5.0,0.185,150.0,2022.0,6.0,0.173,200.0,2022.0,7.0,0.174,150.0,2022.0,8.0,0.179,200.0,2022.0,9.0,0.178,150.0,2022.0,10.0,0.184,200.0,2022.0,11.0,0.211,150.0,2022.0,12.0,0.204,200.0,2023.0,1.0,0.205,150.0,2023.0,2.0,0.216,150.0,2023.0,3.0,0.176,150.0,2023.0,4.0,0.18,200.0,Philipshill,Thorntonhall,Alba / Scotland,G76 9HN,United Kingdom
60062010,Corrievuic,57.51349507,-5.001875565,472872,38070,2018,5,0.708,50,2018,6,0.702,50,2018,7,0.708,50,2018,8,0.738,150,2018,9,0.747,150,2018,10,0.747,50,2018,11,0.777,150,2018,12,0.799,50,2019,1,0.745,150,2019,2,0.724,150,2019,3,0.694,50,2019,4,0.726,50,2019,5,0.708,50,2019,6,0.702,50,2019,7,0.708,50,2019,8,0.738,150,2019,9,0.747,150,2019,10,0.747,50,2019,11,0.777,150,2019,12,0.799,50,2020,1,0.745,150,2020,2,0.724,150,2020,3,0.694,50,2020.0,4.0,0.726,50.0,2020.0,5.0,0.708,50.0,2020.0,6.0,0.702,50.0,2020.0,7.0,0.708,50.0,2020.0,8.0,0.738,150.0,2020.0,9.0,0.747,150.0,2020.0,10.0,0.747,50.0,2020.0,11.0,0.777,150.0,2020.0,12.0,0.799,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thorntonhall,Alba / Scotland,G76 9HN,United Kingdom
55964010,Fountainhall,55.73663595,-2.905930746,14991,36814,2018,5,0.124,254,2018,6,0.096,254,2018,7,0.098,254,2018,8,0.105,254,2018,9,0.105,254,2018,10,0.105,254,2018,11,0.218,254,2018,12,0.105,254,2019,1,0.105,254,2019,2,0.105,254,2019,3,0.206,254,2019,4,0.167,254,2019,5,0.124,254,2019,6,0.096,254,2019,7,0.098,254,2019,8,0.105,254,2019,9,0.105,254,2019,10,0.105,254,2019,11,0.218,254,2019,12,0.105,254,2020,1,0.105,254,2020,2,0.105,254,2020,3,0.206,254,2020.0,4.0,0.167,254.0,2020.0,5.0,0.124,254.0,2020.0,6.0,0.096,254.0,2020.0,7.0,0.098,254.0,2020.0,8.0,0.105,254.0,2020.0,9.0,0.105,254.0,2020.0,10.0,0.105,254.0,2020.0,11.0,0.218,254.0,2020.0,12.0,0.105,254.0,2021.0,1.0,0.105,254.0,2021.0,2.0,0.105,254.0,2021.0,3.0,0.206,254.0,2021.0,4.0,0.167,254.0,2021.0,5.0,0.124,254.0,2021.0,6.0,0.096,254.0,2021.0,7.0,0.098,254.0,2021.0,8.0,0.105,254.0,2021.0,9.0,0.105,254.0,2021.0,10.0,0.105,254.0,2021.0,11.0,0.218,254.0,2021.0,12.0,0.105,254.0,2022.0,1.0,0.105,254.0,2022.0,2.0,0.105,254.0,2022.0,3.0,0.206,254.0,2022.0,4.0,0.167,254.0,2022.0,5.0,0.124,254.0,2022.0,6.0,0.096,254.0,2022.0,7.0,0.098,254.0,2022.0,8.0,0.105,254.0,2022.0,9.0,0.105,254.0,2022.0,10.0,0.105,254.0,2022.0,11.0,0.218,254.0,2022.0,12.0,0.105,254.0,2023.0,1.0,0.105,254.0,2023.0,2.0,0.105,254.0,2023.0,3.0,0.206,254.0,2023.0,4.0,0.167,254.0,,Thorntonhall,Alba / Scotland,G76 9HN,United Kingdom
52828010,Condorrat,55.92951508,-4.019603678,133072,36048,2018,5,0.2,100,2018,6,0.17,150,2018,7,0.175,150,2018,8,0.153,254,2018,9,0.174,200,2018,10,0.197,50,2018,11,0.236,200,2018,12,0.261,150,2019,1,0.256,150,2019,2,0.218,150,2019,3,0.227,150,2019,4,0.229,150,2019,5,0.2,100,2019,6,0.17,150,2019,7,0.175,150,2019,8,0.153,254,2019,9,0.174,200,2019,10,0.197,50,2019,11,0.236,200,2019,12,0.261,150,2020,1,0.256,150,2020,2,0.218,150,2020,3,0.227,150,2020.0,4.0,0.229,150.0,2020.0,5.0,0.2,100.0,2020.0,6.0,0.17,150.0,2020.0,7.0,0.175,150.0,2020.0,8.0,0.153,254.0,2020.0,9.0,0.174,200.0,2020.0,10.0,0.197,50.0,2020.0,11.0,0.236,200.0,2020.0,12.0,0.261,150.0,2021.0,1.0,0.256,150.0,2021.0,2.0,0.218,150.0,2021.0,3.0,0.227,150.0,2021.0,4.0,0.229,150.0,2021.0,5.0,0.2,100.0,2021.0,6.0,0.17,150.0,2021.0,7.0,0.175,150.0,2021.0,8.0,0.153,254.0,2021.0,9.0,0.174,200.0,2021.0,10.0,0.197,50.0,2021.0,11.0,0.236,200.0,2021.0,12.0,0.261,150.0,2022.0,1.0,0.256,150.0,2022.0,2.0,0.218,150.0,2022.0,3.0,0.227,150.0,2022.0,4.0,0.229,150.0,2022.0,5.0,0.2,100.0,2022.0,6.0,0.17,150.0,2022.0,7.0,0.175,150.0,2022.0,8.0,0.153,254.0,2022.0,9.0,0.174,200.0,2022.0,10.0,0.197,50.0,2022.0,11.0,0.236,200.0,2022.0,12.0,0.261,150.0,2023.0,1.0,0.256,150.0,2023.0,2.0,0.218,150.0,2023.0,3.0,0.227,150.0,2023.0,4.0,0.229,150.0,Condorrat,,Alba / Scotland,G76 9HN,United Kingdom
55850010,Innerleithen,55.61992749,-3.061056074,14981,36786,2018,5,0.136,254,2018,6,0.111,254,2018,7,0.122,254,2018,8,0.131,254,2018,9,0.142,254,2018,10,0.147,254,2018,11,0.177,254,2018,12,0.214,254,2019,1,0.204,254,2019,2,0.058,254,2019,3,0.176,254,2019,4,0.152,254,2019,5,0.136,254,2019,6,0.111,254,2019,7,0.122,254,2019,8,0.131,254,2019,9,0.142,254,2019,10,0.147,254,2019,11,0.177,254,2019,12,0.214,254,2020,1,0.204,254,2020,2,0.058,254,2020,3,0.176,254,2020.0,4.0,0.152,254.0,2020.0,5.0,0.136,254.0,2020.0,6.0,0.111,254.0,2020.0,7.0,0.122,254.0,2020.0,8.0,0.131,254.0,2020.0,9.0,0.142,254.0,2020.0,10.0,0.147,254.0,2020.0,11.0,0.177,254.0,2020.0,12.0,0.214,254.0,2021.0,1.0,0.204,254.0,2021.0,2.0,0.058,254.0,2021.0,3.0,0.176,254.0,2021.0,4.0,0.152,254.0,2021.0,5.0,0.136,254.0,2021.0,6.0,0.111,254.0,2021.0,7.0,0.122,254.0,2021.0,8.0,0.131,254.0,2021.0,9.0,0.142,254.0,2021.0,10.0,0.147,254.0,2021.0,11.0,0.177,254.0,2021.0,12.0,0.214,254.0,2022.0,1.0,0.204,254.0,2022.0,2.0,0.058,254.0,2022.0,3.0,0.176,254.0,2022.0,4.0,0.152,254.0,2022.0,5.0,0.136,254.0,2022.0,6.0,0.111,254.0,2022.0,7.0,0.122,254.0,2022.0,8.0,0.131,254.0,2022.0,9.0,0.142,254.0,2022.0,10.0,0.147,254.0,2022.0,11.0,0.177,254.0,2022.0,12.0,0.214,254.0,2023.0,1.0,0.204,254.0,2023.0,2.0,0.058,254.0,2023.0,3.0,0.176,254.0,2023.0,4.0,0.152,254.0,,,Alba / Scotland,G76 9HN,United Kingdom
55201010,Caputh,56.53919737,-3.492942476,14936,36626,2018,5,0.176,50,2018,6,0.133,50,2018,7,0.128,50,2018,8,0.118,50,2018,9,0.064,100,2018,10,0.185,50,2018,11,0.194,50,2018,12,0.268,200,2019,1,0.24,50,2019,2,0.252,50,2019,3,0.232,50,2019,4,0.208,50,2019,5,0.176,50,2019,6,0.133,50,2019,7,0.128,50,2019,8,0.118,50,2019,9,0.064,100,2019,10,0.185,50,2019,11,0.194,50,2019,12,0.268,200,2020,1,0.24,50,2020,2,0.252,50,2020,3,0.232,50,2020.0,4.0,0.208,50.0,2020.0,5.0,0.176,50.0,2020.0,6.0,0.133,50.0,2020.0,7.0,0.128,50.0,2020.0,8.0,0.118,50.0,2020.0,9.0,0.064,100.0,2020.0,10.0,0.185,50.0,2020.0,11.0,0.194,50.0,2020.0,12.0,0.268,200.0,2021.0,1.0,0.24,50.0,2021.0,2.0,0.252,50.0,2021.0,3.0,0.232,50.0,2021.0,4.0,0.208,50.0,2021.0,5.0,0.176,50.0,2021.0,6.0,0.133,50.0,2021.0,7.0,0.128,50.0,2021.0,8.0,0.118,50.0,2021.0,9.0,0.064,100.0,2021.0,10.0,0.185,50.0,2021.0,11.0,0.194,50.0,2021.0,12.0,0.268,200.0,2022.0,1.0,0.24,50.0,2022.0,2.0,0.252,50.0,2022.0,3.0,0.232,50.0,2022.0,4.0,0.208,50.0,2022.0,5.0,0.176,50.0,2022.0,6.0,0.133,50.0,2022.0,7.0,0.128,50.0,2022.0,8.0,0.118,50.0,2022.0,9.0,0.064,100.0,2022.0,10.0,0.185,50.0,2022.0,11.0,0.194,50.0,2022.0,12.0,0.268,200.0,2023.0,1.0,0.24,50.0,2023.0,2.0,0.252,50.0,2023.0,3.0,0.232,50.0,2023.0,4.0,0.208,50.0,,,Alba / Scotland,G76 9HN,United Kingdom
59969010,Kirktown of Fetteresso,56.96107386,-2.24381097,463690,38038,2018,5,0.093,254,2018,6,0.092,254,2018,7,0.066,254,2018,8,0.111,254,2018,9,0.099,254,2018,10,0.093,254,2018,11,0.154,254,2018,12,0.141,254,2019,1,0.137,254,2019,2,0.153,254,2019,3,0.17,254,2019,4,0.128,254,2019,5,0.093,254,2019,6,0.092,254,2019,7,0.066,254,2019,8,0.111,254,2019,9,0.099,254,2019,10,0.093,254,2019,11,0.154,254,2019,12,0.141,254,2020,1,0.137,254,2020,2,0.153,254,2020,3,0.17,254,2020.0,4.0,0.128,254.0,2020.0,5.0,0.093,254.0,2020.0,6.0,0.092,254.0,2020.0,7.0,0.066,254.0,2020.0,8.0,0.111,254.0,2020.0,9.0,0.099,254.0,2020.0,10.0,0.093,254.0,2020.0,11.0,0.154,254.0,2020.0,12.0,0.141,254.0,2021.0,1.0,0.137,254.0,2021.0,2.0,0.153,254.0,2021.0,3.0,0.17,254.0,2021.0,4.0,0.128,254.0,2021.0,5.0,0.093,254.0,2021.0,6.0,0.092,254.0,2021.0,7.0,0.066,254.0,2021.0,8.0,0.111,254.0,2021.0,9.0,0.099,254.0,2021.0,10.0,0.093,254.0,2021.0,11.0,0.154,254.0,2021.0,12.0,0.141,254.0,2022.0,1.0,0.137,254.0,2022.0,2.0,0.153,254.0,2022.0,3.0,0.17,254.0,2022.0,4.0,0.128,254.0,2022.0,5.0,0.093,254.0,2022.0,6.0,0.092,254.0,2022.0,7.0,0.066,254.0,2022.0,8.0,0.111,254.0,2022.0,9.0,0.099,254.0,2022.0,10.0,0.093,254.0,2022.0,11.0,0.154,254.0,2022.0,12.0,0.141,254.0,2023.0,1.0,0.137,254.0,2023.0,2.0,0.153,254.0,2023.0,3.0,0.17,254.0,2023.0,4.0,0.128,254.0,,,Alba / Scotland,G76 9HN,United Kingdom
58765010,Glenfield Footbridge,55.60118281,-4.493559809,335374,37648,2018,5,0.193,200,2018,6,0.196,200,2018,7,0.198,200,2018,8,0.197,200,2018,9,0.194,200,2018,10,0.225,50,2018,11,0.254,150,2018,12,0.237,150,2019,1,0.247,150,2019,2,0.231,200,2019,3,0.236,200,2019,4,0.208,200,2019,5,0.193,200,2019,6,0.196,200,2019,7,0.198,200,2019,8,0.197,200,2019,9,0.194,200,2019,10,0.225,50,2019,11,0.254,150,2019,12,0.237,150,2020,1,0.247,150,2020,2,0.231,200,2020,3,0.236,200,2020.0,4.0,0.208,200.0,2020.0,5.0,0.193,200.0,2020.0,6.0,0.196,200.0,2020.0,7.0,0.198,200.0,2020.0,8.0,0.197,200.0,2020.0,9.0,0.194,200.0,2020.0,10.0,0.225,50.0,2020.0,11.0,0.254,150.0,2020.0,12.0,0.237,150.0,2021.0,1.0,0.247,150.0,2021.0,2.0,0.231,200.0,2021.0,3.0,0.236,200.0,2021.0,4.0,0.208,200.0,2021.0,5.0,0.193,200.0,2021.0,6.0,0.196,200.0,2021.0,7.0,0.198,200.0,2021.0,8.0,0.197,200.0,2021.0,9.0,0.194,200.0,2021.0,10.0,0.225,50.0,2021.0,11.0,0.254,150.0,2021.0,12.0,0.237,150.0,2022.0,1.0,0.247,150.0,2022.0,2.0,0.231,200.0,2022.0,3.0,0.236,200.0,2022.0,4.0,0.208,200.0,2022.0,5.0,0.193,200.0,2022.0,6.0,0.196,200.0,2022.0,7.0,0.198,200.0,2022.0,8.0,0.197,200.0,2022.0,9.0,0.194,200.0,2022.0,10.0,0.225,50.0,2022.0,11.0,0.254,150.0,2022.0,12.0,0.237,150.0,2023.0,1.0,0.247,150.0,2023.0,2.0,0.231,200.0,2023.0,3.0,0.236,200.0,2023.0,4.0,0.208,200.0,Riccarton,,Alba / Scotland,G76 9HN,United Kingdom
55697010,Forteviot Bridge,56.34759942,-3.548359476,14970,36748,2018,5,-0.051,100,2018,6,-0.062,50,2018,7,-0.102,50,2018,8,-0.063,50,2018,9,-0.083,50,2018,10,0.017,50,2018,11,0.056,150,2018,12,0.067,150,2019,1,0.016,150,2019,2,0.006,150,2019,3,0.058,150,2019,4,-0.025,50,2019,5,-0.051,100,2019,6,-0.062,50,2019,7,-0.102,50,2019,8,-0.063,50,2019,9,-0.083,50,2019,10,0.017,50,2019,11,0.056,150,2019,12,0.067,150,2020,1,0.016,150,2020,2,0.006,150,2020,3,0.058,150,2020.0,4.0,-0.025,50.0,2020.0,5.0,-0.051,100.0,2020.0,6.0,-0.062,50.0,2020.0,7.0,-0.102,50.0,2020.0,8.0,-0.063,50.0,2020.0,9.0,-0.083,50.0,2020.0,10.0,0.017,50.0,2020.0,11.0,0.056,150.0,2020.0,12.0,0.067,150.0,2021.0,1.0,0.016,150.0,2021.0,2.0,0.006,150.0,2021.0,3.0,0.058,150.0,2021.0,4.0,-0.025,50.0,2021.0,5.0,-0.051,100.0,2021.0,6.0,-0.062,50.0,2021.0,7.0,-0.102,50.0,2021.0,8.0,-0.063,50.0,2021.0,9.0,-0.083,50.0,2021.0,10.0,0.017,50.0,2021.0,11.0,0.056,150.0,2021.0,12.0,0.067,150.0,2022.0,1.0,0.016,150.0,2022.0,2.0,0.006,150.0,2022.0,3.0,0.058,150.0,2022.0,4.0,-0.025,50.0,2022.0,5.0,-0.051,100.0,2022.0,6.0,-0.062,50.0,2022.0,7.0,-0.102,50.0,2022.0,8.0,-0.063,50.0,2022.0,9.0,-0.083,50.0,2022.0,10.0,0.017,50.0,2022.0,11.0,0.056,150.0,2022.0,12.0,0.067,150.0,2023.0,1.0,0.016,150.0,2023.0,2.0,0.006,150.0,2023.0,3.0,0.058,150.0,2023.0,4.0,-0.025,50.0,,,Alba / Scotland,G76 9HN,United Kingdom
58494010,Woodend,57.0501291,-2.603567118,234333,37558,2018,5,0.394,150,2018,6,0.308,100,2018,7,0.294,150,2018,8,0.24,150,2018,9,0.258,100,2018,10,0.297,50,2018,11,0.347,150,2018,12,0.296,150,2019,1,0.417,150,2019,2,0.412,150,2019,3,0.421,150,2019,4,0.419,150,2019,5,0.394,150,2019,6,0.308,100,2019,7,0.294,150,2019,8,0.24,150,2019,9,0.258,100,2019,10,0.297,50,2019,11,0.347,150,2019,12,0.296,150,2020,1,0.417,150,2020,2,0.412,150,2020,3,0.421,150,2020.0,4.0,0.419,150.0,2020.0,5.0,0.394,150.0,2020.0,6.0,0.308,100.0,2020.0,7.0,0.294,150.0,2020.0,8.0,0.24,150.0,2020.0,9.0,0.258,100.0,2020.0,10.0,0.297,50.0,2020.0,11.0,0.347,150.0,2020.0,12.0,0.296,150.0,2021.0,1.0,0.417,150.0,2021.0,2.0,0.412,150.0,2021.0,3.0,0.421,150.0,2021.0,4.0,0.419,150.0,2021.0,5.0,0.394,150.0,2021.0,6.0,0.308,100.0,2021.0,7.0,0.294,150.0,2021.0,8.0,0.24,150.0,2021.0,9.0,0.258,100.0,2021.0,10.0,0.297,50.0,2021.0,11.0,0.347,150.0,2021.0,12.0,0.296,150.0,2022.0,1.0,0.417,150.0,2022.0,2.0,0.412,150.0,2022.0,3.0,0.421,150.0,2022.0,4.0,0.419,150.0,2022.0,5.0,0.394,150.0,2022.0,6.0,0.308,100.0,2022.0,7.0,0.294,150.0,2022.0,8.0,0.24,150.0,2022.0,9.0,0.258,100.0,2022.0,10.0,0.297,50.0,2022.0,11.0,0.347,150.0,2022.0,12.0,0.296,150.0,2023.0,1.0,0.417,150.0,2023.0,2.0,0.412,150.0,2023.0,3.0,0.421,150.0,2023.0,4.0,0.419,150.0,,,Alba / Scotland,G76 9HN,United Kingdom
